Episode,Total Reward,Steps,Inventory Size,Epsilon,Time (s),Actor Loss,Critic Loss
229,34.867764163427914,200,-3.0,N/A,60.09467029571533,0.013928272,0.15902239
230,24.54065136628085,200,-6.0,N/A,24.17107582092285,0.13470137,0.14692207
231,33.0211174030505,200,-4.0,N/A,245.40544509887695,0.092936195,0.1357494
232,-1.0894499660433485,200,-13.0,N/A,205.08311772346497,0.06609635,0.14758103
233,28.86202845010648,200,-8.0,N/A,778.4893882274628,0.096784584,0.13303196
234,40.32851318660688,200,-4.0,N/A,26.07487988471985,0.0249643,0.13419129
235,10.564879380470769,200,-15.0,N/A,24.246227025985718,0.14875929,0.1457173
236,13.971871696851585,200,-8.0,N/A,24.01291298866272,0.116731636,0.16229236
237,58.28649473932855,200,8.0,N/A,24.146443843841553,0.070631616,0.13287707
238,19.958302993306333,200,-19.0,N/A,24.190735816955566,0.10559632,0.2005927
239,25.919075255146492,200,-9.0,N/A,24.090320825576782,0.097529516,0.14494081
240,26.867013116437153,200,-13.0,N/A,24.42660403251648,-0.0030123414,0.16315004
241,54.65849460607598,200,-22.0,N/A,23.958175897598267,0.039910875,0.14956929
242,2.850698242640106,200,-14.0,N/A,23.93716311454773,0.03278257,0.19045109
243,45.22319179425239,200,2.0,N/A,24.039282083511353,0.053417623,0.16044906
244,-64.92404621572544,200,-24.0,N/A,24.021852016448975,0.0211382,0.13289721
245,34.42917630649475,200,-9.0,N/A,24.00970697402954,0.09358001,0.15730184
246,20.59296837020683,200,-19.0,N/A,23.974095106124878,0.0665912,0.15491915
247,33.58103396135036,200,-17.0,N/A,23.821722984313965,-0.019785345,0.16338563
248,32.666007601283575,200,-7.0,N/A,23.918174982070923,0.06421088,0.14417306
249,-0.6017297813686793,200,-10.0,N/A,24.815263986587524,0.07415923,0.17159534
250,64.51728359209915,200,-14.0,N/A,23.83334183692932,0.06687841,0.18484218
251,25.971970907293432,200,2.0,N/A,23.768063068389893,0.04149892,0.15489039
252,-28.622452449080246,200,-13.0,N/A,23.731373071670532,0.029913839,0.18291
253,45.186386428029856,200,-5.0,N/A,23.869028091430664,0.002582395,0.18117687
254,39.03268048863063,200,-3.0,N/A,23.749880075454712,0.060311865,0.19971788
255,-7.428932007253215,200,-17.0,N/A,23.835356950759888,0.060347784,0.15634014
256,17.266175453635608,200,-12.0,N/A,23.88585591316223,-0.033036362,0.14947619
257,42.973536952397296,200,-6.0,N/A,23.80982804298401,-0.010273177,0.15256579
258,9.448382340151245,200,-5.0,N/A,23.958354234695435,0.03354424,0.19061258
259,18.76552073387802,200,-9.0,N/A,23.799054861068726,0.092000864,0.17516331
260,30.413238416492728,200,-9.0,N/A,23.914522886276245,0.011628574,0.17999873
261,23.5775195478655,200,-2.0,N/A,23.85142683982849,0.0503027,0.14322841
262,21.199809093372345,200,-12.0,N/A,24.00780415534973,0.039207544,0.17052951
263,10.58989147035975,200,-24.0,N/A,23.82962989807129,0.025715075,0.15923087
264,36.30461317708587,200,-20.0,N/A,23.90233302116394,0.044088714,0.17522115
265,13.899470947592405,200,-8.0,N/A,24.053386926651,0.014915649,0.15745407
266,51.05200673765086,200,-9.0,N/A,23.884278059005737,0.03116996,0.17099297
267,-31.546345089842376,200,-14.0,N/A,23.961952924728394,-0.035111316,0.17259035
268,6.660148246560858,200,-18.0,N/A,23.797523260116577,0.04945778,0.18969953
269,55.65215801112107,200,-10.0,N/A,24.285582780838013,0.013073571,0.16835906
270,46.11574476626769,200,7.0,N/A,24.01076316833496,-0.01674649,0.17456123
271,27.623409253994687,200,-6.0,N/A,23.819411993026733,-0.013602305,0.17569777
272,22.49749249427828,200,-6.0,N/A,26.155205965042114,0.0060042464,0.1655333
273,31.711848997407333,200,-9.0,N/A,25.101907968521118,0.08384912,0.21247363
274,39.488031010203166,200,-6.0,N/A,23.930102109909058,-0.0521544,0.1593831
275,32.12831892122046,200,-3.0,N/A,24.02078914642334,0.0320403,0.16943127
276,17.93919333122578,200,-19.0,N/A,24.324315071105957,-0.06341908,0.18655771
277,42.7127721374895,200,-12.0,N/A,24.031490087509155,0.009877254,0.15478504
278,24.88056414480421,200,-15.0,N/A,23.922704219818115,-0.007957024,0.20087847
279,63.26653215238833,200,-2.0,N/A,23.957326889038086,0.007550581,0.18625823
280,69.9052546972971,200,-14.0,N/A,24.292765855789185,-0.114120156,0.17475984
281,61.937136563639456,200,-9.0,N/A,24.210105895996094,-0.005921109,0.1700278
282,35.93963901913459,200,3.0,N/A,25.027519941329956,-0.0246049,0.16615012
283,38.33880268504394,200,-9.0,N/A,24.536566019058228,-0.013893313,0.19012672
284,32.47774005793338,200,-5.0,N/A,25.200639963150024,0.0056991675,0.19516431
285,20.484789882287867,200,-10.0,N/A,24.001683950424194,0.029728618,0.20007113
286,28.449622877897173,200,-15.0,N/A,24.596015214920044,-0.0766581,0.21234676
287,56.029626434315794,200,-6.0,N/A,24.135987281799316,-0.020206878,0.2001751
288,3.7129125983938405,200,-17.0,N/A,24.361974716186523,-0.092261314,0.16186565
289,40.67674664614125,200,-5.0,N/A,24.199203968048096,-0.04614548,0.17815882
290,22.321768424833603,200,-5.0,N/A,25.339833974838257,-0.086550936,0.22338015
291,32.233260872929904,200,-15.0,N/A,24.187700986862183,-0.0032250378,0.18579991
292,33.99684551814446,200,-2.0,N/A,23.997563123703003,-0.058036614,0.19521087
293,39.17909106456204,200,1.0,N/A,24.044604778289795,-0.057878353,0.18095328
294,-3.24552092619627,200,-16.0,N/A,24.664278984069824,-0.021666102,0.18934986
295,35.81853954317819,200,2.0,N/A,24.676907062530518,-0.059035193,0.19010365
296,52.94795822353167,200,-8.0,N/A,24.703874111175537,0.04655758,0.16858074
297,23.03085071653896,200,-12.0,N/A,26.158509016036987,0.02208801,0.18749057
298,67.77148391153835,200,-8.0,N/A,24.05657386779785,-0.12675661,0.14235014
299,34.31135861628565,200,-7.0,N/A,103.69415211677551,-0.043207366,0.1856364
300,32.439816734590075,200,-6.0,N/A,25.099514722824097,-0.041170184,0.217434
301,21.32378125828778,200,-12.0,N/A,25.837556838989258,-0.07752036,0.2083283
302,24.06443152814128,200,1.0,N/A,24.454588890075684,-0.15603888,0.19679439
303,45.37046990412756,200,-7.0,N/A,24.61534285545349,-0.10265458,0.21248706
304,27.296216599898493,200,-17.0,N/A,24.721550941467285,-0.09831024,0.20231396
305,47.771779471710225,200,1.0,N/A,24.294898986816406,-0.11122956,0.21899009
306,28.950083688570455,200,-4.0,N/A,24.937551975250244,-0.060291253,0.17322084
307,50.51353387784212,200,-16.0,N/A,23.13052797317505,-0.03239445,0.22890641
308,43.80688081145288,200,-12.0,N/A,22.633093118667603,-0.032605737,0.2093447
309,33.248275008598725,200,-5.0,N/A,24.213624000549316,-0.09886278,0.19248681
310,33.88104666892183,200,-21.0,N/A,26.5612690448761,-0.06056805,0.18977828
311,29.87551185923358,200,-16.0,N/A,23.398875951766968,-0.07658568,0.2188333
312,43.80380796572026,200,2.0,N/A,24.97856903076172,-0.09386504,0.1866395
